label,statement,subject,speaker,speaker's job title,state,party,barely true counts,false counts,half true counts,mostly true counts,pants on fire counts,context,polarity,subjectiveWordsCount,subjectivity
2,6,3,1261,768,17,16,1.0,0.0,1.0,0.0,0.0,2137,0.0,0,1
3,1,45,1021,783,7,4,0.0,0.0,1.0,0.0,0.0,566,0.0,1,1
4,390,31,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,908,-0.25,2,1
0,51,158,457,792,38,4,0.0,0.0,1.0,0.0,0.0,890,0.0,0,1
1,2,13,151,755,63,16,0.0,1.0,4.0,3.0,0.0,1966,0.0,2,1
0,1,3,801,790,2,16,31.0,39.0,31.0,37.0,8.0,2031,0.0,0,1
0,1388,44,444,43,73,4,0.0,2.0,0.0,0.0,0.0,1024,0.0,2,2
0,283,7,1264,641,18,16,0.0,1.0,1.0,1.0,0.0,1303,0.0,0,1
1,83,65,801,790,2,16,31.0,39.0,31.0,37.0,8.0,171,0.0,0,1
2,253,14,730,987,12,4,1.0,0.0,0.0,0.0,0.0,990,0.0,0,1
0,1,26,1033,394,73,4,5.0,5.0,11.0,8.0,3.0,580,0.0,1,1
5,1,121,378,775,12,4,7.0,9.0,8.0,15.0,3.0,2566,-0.6,2,0
0,6816,127,66,448,43,4,0.0,1.0,2.0,3.0,0.0,991,0.0,2,1
0,51,46,1098,279,12,16,0.0,3.0,1.0,1.0,0.0,1135,0.0,0,1
2,181,38,1213,914,49,10,1.0,0.0,0.0,0.0,0.0,2955,0.0,1,1
0,2,3,156,626,29,13,0.0,1.0,0.0,0.0,0.0,1966,-0.05,2,2
2,3397,3,676,755,12,16,1.0,0.0,0.0,1.0,0.0,1014,0.0,0,1
5,1,8,159,701,73,4,0.0,0.0,0.0,0.0,1.0,2481,0.0,1,1
4,246,7,1390,181,14,4,0.0,1.0,0.0,1.0,0.0,934,0.0,2,1
3,264,3,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1416,0.2,4,2
0,51,9,242,322,36,16,10.0,17.0,27.0,19.0,8.0,2056,-0.3,0,2
0,1,7,1630,518,11,13,0.0,2.0,0.0,0.0,2.0,595,0.03333333333333333,0,1
3,2,63,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,634,0.13636363636363635,1,2
3,10,10,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,369,0.0,1,1
5,4609,18,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1700,0.0,0,1
4,494,2,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1386,-0.125,2,2
0,75,44,1221,690,73,4,0.0,2.0,2.0,3.0,1.0,1656,0.4333333333333333,3,0
2,22,103,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,831,0.0,1,1
3,2,13,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1050,-0.04999999999999999,4,2
0,264,65,80,530,18,4,70.0,71.0,160.0,163.0,9.0,42,0.6,3,0
1,342,12,1100,831,3,16,12.0,5.0,9.0,3.0,4.0,2110,0.0625,3,2
2,1,10,1147,159,14,16,16.0,15.0,20.0,10.0,11.0,566,0.0,1,1
1,1,10,593,568,38,4,40.0,29.0,69.0,76.0,7.0,2885,0.03333333333333333,4,1
4,209,24,743,790,10,4,11.0,10.0,21.0,16.0,4.0,586,0.0625,1,2
3,1,46,80,530,18,4,70.0,71.0,160.0,163.0,9.0,427,0.0,0,1
4,23,2,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1264,-0.15,3,1
0,22,3,413,567,38,16,63.0,114.0,51.0,37.0,61.0,2285,0.0,3,2
4,122,3,743,790,10,4,11.0,10.0,21.0,16.0,4.0,169,0.1,2,0
0,1,8,1122,893,20,16,0.0,3.0,0.0,0.0,1.0,391,0.2,2,2
3,6829,3,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,866,0.0,0,1
1,65,9,989,431,43,13,0.0,0.0,0.0,0.0,0.0,1819,0.35,1,2
3,90,12,593,568,38,4,40.0,29.0,69.0,76.0,7.0,112,0.0,2,1
5,6832,12,8,764,12,4,6.0,5.0,4.0,11.0,1.0,2191,0.0,2,1
0,22,7,332,764,5,16,0.0,3.0,0.0,0.0,0.0,31,0.0,2,2
2,2,30,8,764,12,4,6.0,5.0,4.0,11.0,1.0,2231,0.0,0,1
4,1,46,378,775,12,4,7.0,9.0,8.0,15.0,3.0,226,0.0,1,1
4,233,48,771,764,56,16,0.0,3.0,1.0,2.0,2.0,719,-0.13333333333333333,2,1
2,448,71,565,893,56,16,11.0,3.0,8.0,6.0,5.0,1700,0.0,0,1
5,2,2,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2688,0.35,0,2
1,65,7,377,783,29,4,0.0,0.0,0.0,0.0,0.0,1004,0.0,0,1
0,1,2,771,764,56,16,0.0,3.0,1.0,2.0,2.0,920,1.0,1,1
2,2,18,773,647,56,16,5.0,3.0,6.0,2.0,1.0,2692,0.2,1,2
3,13,29,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,357,-0.1,3,1
0,1,12,413,567,38,16,63.0,114.0,51.0,37.0,61.0,2097,0.0,0,1
2,402,46,1614,989,56,4,5.0,1.0,8.0,12.0,1.0,1872,0.0,2,1
4,1,48,1318,507,56,16,0.0,0.0,0.0,1.0,0.0,2904,-0.3,3,2
3,2,13,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,2089,0.0,1,1
4,1,66,1208,376,56,4,1.0,0.0,1.0,2.0,1.0,789,0.0,1,1
3,1,3,517,955,56,4,1.0,0.0,1.0,0.0,1.0,1117,0.0,1,1
3,72,12,381,67,56,16,0.0,1.0,3.0,1.0,0.0,3015,0.0,0,1
4,90,44,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,991,0.0,3,1
4,23,13,688,122,35,16,2.0,0.0,1.0,1.0,0.0,978,0.13636363636363635,1,2
2,1,61,1123,646,23,16,7.0,6.0,5.0,7.0,0.0,566,-0.5,1,1
1,1,5,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,1121,0.0,1,1
3,22,113,441,476,43,13,0.0,0.0,1.0,0.0,0.0,703,-0.025,3,2
4,1,9,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,384,-0.5,1,2
1,271,111,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1368,0.0,1,1
0,22,35,1499,36,56,4,0.0,2.0,0.0,2.0,0.0,668,0.0,2,0
4,390,68,405,1,63,4,1.0,2.0,1.0,3.0,0.0,1761,0.0,1,1
0,6860,66,478,830,49,8,0.0,1.0,0.0,1.0,0.0,1653,0.0,0,1
4,517,48,64,22,5,4,0.0,0.0,0.0,1.0,0.0,991,0.0,0,1
0,1,2,847,483,43,16,4.0,5.0,4.0,5.0,6.0,575,0.0,1,1
3,23,61,8,764,12,4,6.0,5.0,4.0,11.0,1.0,462,0.25,3,2
5,2,38,1463,768,54,4,0.0,0.0,1.0,0.0,1.0,2448,0.2,2,1
3,2,3,1004,768,47,4,0.0,0.0,1.0,0.0,0.0,1492,0.2037878787878788,6,0
4,19,24,133,320,37,4,1.0,2.0,3.0,8.0,1.0,426,0.13636363636363635,1,2
4,83,21,823,783,14,16,2.0,3.0,3.0,2.0,0.0,1786,-0.3333333333333333,2,2
1,1,30,986,95,35,4,1.0,2.0,2.0,4.0,0.0,643,0.0,2,2
1,22,3,790,324,43,16,9.0,8.0,10.0,18.0,3.0,2241,0.0,1,1
2,1297,13,933,181,56,16,2.0,5.0,1.0,3.0,0.0,2328,0.0,2,1
1,1,111,349,918,49,4,7.0,4.0,5.0,4.0,1.0,902,-0.10000000000000002,4,1
1,22,3,1514,287,43,4,2.0,6.0,7.0,4.0,1.0,2294,0.0,2,1
4,55,118,80,530,18,4,70.0,71.0,160.0,163.0,9.0,566,0.0,1,1
1,6871,2,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1095,0.4000000000000001,2,0
2,6874,7,510,773,12,4,1.0,0.0,1.0,1.0,0.0,1121,0.75,2,0
3,22,22,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,1646,0.0,1,1
3,90,3,1469,293,43,16,0.0,0.0,3.0,1.0,0.0,1029,0.0,3,1
5,23,18,1097,49,1,11,1.0,0.0,1.0,0.0,1.0,753,-0.08888888888888889,2,1
1,2,94,80,530,18,4,70.0,71.0,160.0,163.0,9.0,3048,0.0,2,1
2,1,48,1116,658,56,4,1.0,0.0,1.0,2.0,0.0,1121,0.0,0,1
3,263,20,1081,376,56,16,0.0,0.0,1.0,0.0,0.0,1711,0.0,0,1
0,10,15,413,567,38,16,63.0,114.0,51.0,37.0,61.0,951,0.16666666666666666,2,2
3,2,71,801,790,2,16,31.0,39.0,31.0,37.0,8.0,575,0.5,2,2
2,1,9,1426,987,45,16,1.0,1.0,0.0,0.0,0.0,1910,0.0,2,1
1,253,61,801,790,2,16,31.0,39.0,31.0,37.0,8.0,2288,0.0,0,1
4,1,14,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,1673,0.0,3,1
1,48,6,1608,768,41,16,0.0,0.0,0.0,1.0,1.0,2684,0.0,0,1
3,255,118,1256,595,63,16,1.0,0.0,4.0,3.0,0.0,1176,0.0,1,1
3,1,3,1557,415,73,4,2.0,5.0,8.0,5.0,3.0,1700,0.0,0,1
1,1,32,1068,856,56,16,1.0,0.0,1.0,4.0,0.0,1566,-0.05,4,1
1,113,2,593,568,38,4,40.0,29.0,69.0,76.0,7.0,776,0.13636363636363635,0,2
1,1,14,766,663,43,16,13.0,22.0,11.0,4.0,2.0,527,0.3333333333333333,3,2
0,83,10,801,790,2,16,31.0,39.0,31.0,37.0,8.0,149,0.0,0,1
5,2,73,776,728,49,18,0.0,3.0,0.0,0.0,3.0,1907,0.0,0,1
5,265,45,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,1176,0.0,1,1
0,1,15,784,768,24,16,0.0,2.0,0.0,0.0,0.0,2092,0.0,2,1
3,753,3,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1831,0.15000000000000002,4,0
4,27,66,205,25,36,16,0.0,0.0,0.0,2.0,0.0,2271,0.14285714285714285,4,1
0,957,130,1604,41,73,13,0.0,1.0,0.0,0.0,0.0,1592,0.0,1,1
4,22,13,991,783,12,16,33.0,24.0,32.0,35.0,5.0,3007,0.05,4,1
2,1,135,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,865,0.0,0,1
0,6901,40,1455,194,27,12,0.0,1.0,0.0,0.0,0.0,1149,0.0,2,1
0,83,17,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,2224,-0.15000000000000002,2,1
0,23,13,1597,766,12,16,1.0,1.0,1.0,0.0,0.0,1759,-0.2,2,2
4,246,40,617,304,12,4,0.0,0.0,0.0,1.0,0.0,1004,0.0,0,1
4,1,3,681,987,45,4,1.0,1.0,0.0,4.0,0.0,2925,0.0,2,2
4,2,13,20,303,2,4,0.0,0.0,0.0,1.0,0.0,2125,0.16818181818181818,5,2
3,1,62,593,568,38,4,40.0,29.0,69.0,76.0,7.0,3044,0.0,0,1
0,2,12,801,790,2,16,31.0,39.0,31.0,37.0,8.0,2871,-0.1,1,2
2,2,3,1351,785,56,16,5.0,8.0,8.0,8.0,3.0,1904,0.0,1,1
2,1,51,1586,381,70,13,2.0,0.0,1.0,1.0,0.0,261,0.0,1,1
4,1795,38,1437,783,43,4,3.0,4.0,5.0,8.0,1.0,1810,0.0,1,1
0,1,14,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1966,0.0,1,1
1,1673,45,580,472,56,13,0.0,0.0,0.0,0.0,0.0,935,0.0,1,1
3,283,106,552,998,49,4,2.0,1.0,2.0,5.0,1.0,2790,0.0,2,1
2,1,46,895,783,35,16,2.0,1.0,1.0,4.0,0.0,1949,0.0,2,1
4,153,53,1425,635,38,4,0.0,0.0,1.0,1.0,0.0,2003,0.0,0,1
0,283,2,378,775,12,4,7.0,9.0,8.0,15.0,3.0,2060,0.0,0,1
3,1,3,1138,744,70,13,0.0,0.0,1.0,0.0,0.0,1566,0.0,1,1
0,2,68,628,783,44,16,0.0,1.0,0.0,1.0,0.0,0,-0.07500000000000001,3,0
1,27,3,108,788,43,4,0.0,2.0,1.0,2.0,1.0,1476,0.0,0,1
3,23,12,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1322,0.0,1,1
0,528,43,723,786,43,16,5.0,3.0,4.0,1.0,1.0,1696,0.0,1,1
4,1,5,431,989,45,16,0.0,1.0,1.0,1.0,0.0,2427,-0.07142857142857142,0,1
2,1,20,505,674,73,4,1.0,0.0,1.0,1.0,0.0,1646,0.0,2,1
1,264,38,766,663,43,16,13.0,22.0,11.0,4.0,2.0,1476,0.0,4,2
4,1796,9,1250,408,18,4,1.0,1.0,1.0,2.0,0.0,1118,0.08,6,1
4,1,40,1255,432,56,4,0.0,0.0,1.0,2.0,0.0,606,0.2,1,1
4,3546,126,1499,36,56,4,0.0,2.0,0.0,2.0,0.0,1703,0.8,1,0
2,227,137,320,168,70,13,2.0,0.0,0.0,1.0,0.0,683,0.16666666666666666,3,2
1,221,26,598,143,14,13,0.0,0.0,0.0,0.0,0.0,173,0.0,0,1
0,55,29,413,567,38,16,63.0,114.0,51.0,37.0,61.0,2647,0.05,5,1
2,6929,43,1067,662,18,4,1.0,0.0,0.0,1.0,0.0,1122,0.0,1,1
3,400,3,766,663,43,16,13.0,22.0,11.0,4.0,2.0,1095,0.0,1,1
1,54,10,936,92,52,8,0.0,1.0,0.0,0.0,0.0,566,0.0,0,1
4,6933,13,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,2521,0.0,3,1
0,10,10,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1088,0.2857142857142857,0,2
2,2,45,92,880,49,0,1.0,0.0,1.0,0.0,0.0,1167,-0.16666666666666666,1,1
3,311,75,1437,783,43,4,3.0,4.0,5.0,8.0,1.0,1004,0.4,1,2
4,2,2,395,893,27,4,0.0,0.0,1.0,1.0,0.0,2010,0.0,0,1
3,1,30,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,488,0.0,1,1
3,81,3,775,64,36,4,0.0,0.0,1.0,0.0,0.0,867,0.0,0,1
4,2,12,1252,42,9,8,1.0,1.0,0.0,1.0,0.0,2208,0.0,2,1
1,294,6,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,906,0.0,1,1
0,1,121,766,663,43,16,13.0,22.0,11.0,4.0,2.0,1009,-0.0625,2,1
3,257,3,1137,349,5,4,3.0,7.0,11.0,2.0,3.0,2111,0.375,2,2
2,1,45,1508,647,56,16,36.0,33.0,15.0,19.0,8.0,1995,0.0,0,1
4,264,17,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1645,0.2,3,1
5,1821,13,299,718,43,16,0.0,0.0,0.0,0.0,1.0,1849,0.0,0,1
2,124,10,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1264,0.0,0,1
3,1,9,758,736,56,16,0.0,0.0,2.0,1.0,0.0,1133,0.0,2,1
4,1,15,1123,646,23,16,7.0,6.0,5.0,7.0,0.0,2068,0.4,1,0
4,23,26,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2250,0.0,1,1
4,932,3,1197,582,49,15,0.0,0.0,0.0,1.0,0.0,1167,0.0,2,1
4,76,63,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1534,0.05,3,1
1,528,6,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1700,0.0,2,1
2,4642,18,516,167,38,9,2.0,1.0,1.0,3.0,0.0,2610,0.0,1,1
3,390,3,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1097,0.13333333333333333,3,1
1,10,7,766,663,43,16,13.0,22.0,11.0,4.0,2.0,991,0.0,2,1
3,238,7,80,530,18,4,70.0,71.0,160.0,163.0,9.0,3031,-0.30000000000000004,2,2
1,1267,114,446,690,14,16,0.0,0.0,0.0,2.0,0.0,1004,0.0,0,1
0,233,43,1613,905,63,4,1.0,1.0,0.0,0.0,1.0,3086,0.0,0,1
0,1,24,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,427,0.06818181818181818,2,0
0,390,6,766,663,43,16,13.0,22.0,11.0,4.0,2.0,1780,-0.2083333333333333,3,1
1,4644,10,847,483,43,16,4.0,5.0,4.0,5.0,6.0,566,0.0,1,1
4,3555,13,860,420,56,4,0.0,0.0,3.0,3.0,0.0,800,-0.16666666666666666,6,1
3,83,73,1254,94,23,16,7.0,8.0,10.0,12.0,3.0,407,0.2,1,2
0,257,63,445,612,70,16,2.0,3.0,2.0,2.0,1.0,266,0.5,1,2
3,28,3,78,882,63,4,0.0,0.0,1.0,0.0,0.0,517,-0.15,1,2
2,1,13,567,785,45,16,3.0,0.0,1.0,0.0,0.0,1167,0.2,2,1
0,92,13,21,25,36,16,0.0,1.0,0.0,0.0,0.0,1004,-0.5,1,2
1,1039,18,1432,783,49,4,2.0,3.0,2.0,7.0,0.0,1483,0.0,1,1
3,2126,22,757,768,47,4,1.0,0.0,1.0,1.0,0.0,575,0.03333333333333333,1,1
3,1,8,288,519,36,13,0.0,0.0,2.0,1.0,0.0,1722,0.13636363636363635,1,2
4,90,2,150,598,43,16,0.0,0.0,0.0,1.0,1.0,1700,0.0,2,1
4,550,9,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1167,0.0,0,1
1,1,48,593,568,38,4,40.0,29.0,69.0,76.0,7.0,3089,-0.2,1,1
0,1,44,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1656,0.04999999999999996,3,2
0,1,68,699,569,27,7,0.0,1.0,0.0,0.0,1.0,829,-0.1875,5,2
1,356,3,773,647,56,16,5.0,3.0,6.0,2.0,1.0,480,0.0,1,1
0,1,66,1269,89,73,16,0.0,1.0,1.0,0.0,1.0,1966,0.0,0,1
4,23,15,593,568,38,4,40.0,29.0,69.0,76.0,7.0,2602,-0.1375,3,0
0,135,102,4,273,12,16,0.0,1.0,1.0,2.0,1.0,643,0.4,1,2
3,390,3,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,377,-0.16666666666666666,3,1
1,23,10,1223,987,49,4,0.0,0.0,2.0,1.0,1.0,2160,-0.13888888888888887,3,1
4,2,15,1351,785,56,16,5.0,8.0,8.0,8.0,3.0,140,0.0,0,1
4,65,6,1077,563,14,13,0.0,0.0,0.0,1.0,0.0,1010,0.10714285714285714,2,1
1,294,7,393,764,12,16,0.0,0.0,0.0,0.0,0.0,2401,0.125,3,2
4,2,40,325,404,49,4,0.0,0.0,1.0,2.0,0.0,634,0.0,1,1
0,22,6,473,896,32,16,1.0,1.0,2.0,1.0,0.0,863,0.16666666666666666,3,2
0,2,17,263,20,56,4,0.0,1.0,0.0,0.0,0.0,931,-1.0,1,0
0,2,35,1499,36,56,4,0.0,2.0,0.0,2.0,0.0,1099,0.0,3,1
0,10,2,1137,349,5,4,3.0,7.0,11.0,2.0,3.0,991,0.0,1,1
2,1388,3,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,634,-0.6,1,0
1,9,2,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1407,0.0,1,1
0,1,13,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2912,-0.5,1,2
1,255,118,991,783,12,16,33.0,24.0,32.0,35.0,5.0,1674,0.0,0,1
4,647,43,1432,783,49,4,2.0,3.0,2.0,7.0,0.0,1509,-0.2125,2,2
5,1982,22,1497,698,45,4,0.0,3.0,0.0,0.0,1.0,1121,0.0,0,1
4,82,13,413,567,38,16,63.0,114.0,51.0,37.0,61.0,2717,-0.030000000000000006,6,2
3,1,46,1537,388,56,16,0.0,0.0,1.0,0.0,0.0,2433,0.0,0,1
0,111,3,790,324,43,16,9.0,8.0,10.0,18.0,3.0,991,0.0,0,1
3,65,6,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1396,0.3452380952380952,4,2
2,1,12,514,836,45,4,3.0,0.0,0.0,0.0,1.0,605,0.0,0,1
3,282,24,133,320,37,4,1.0,2.0,3.0,8.0,1.0,252,0.0,1,1
3,86,8,80,530,18,4,70.0,71.0,160.0,163.0,9.0,2055,0.4,1,2
4,800,3,110,718,43,16,0.0,1.0,1.0,1.0,3.0,2175,0.2166666666666667,2,0
1,1705,26,1256,595,63,16,1.0,0.0,4.0,3.0,0.0,535,0.0,1,1
2,1,109,949,45,56,4,1.0,0.0,4.0,1.0,0.0,2433,0.05,2,1
0,1,97,624,937,24,4,2.0,1.0,0.0,1.0,0.0,546,0.0,0,1
1,1561,45,1174,940,45,13,0.0,0.0,0.0,0.0,0.0,1019,0.3333333333333333,4,2
3,27,2,35,745,70,13,0.0,0.0,2.0,0.0,0.0,34,0.21666666666666665,2,2
3,1,46,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,3062,0.0,0,1
4,960,29,593,568,38,4,40.0,29.0,69.0,76.0,7.0,431,0.0,1,1
1,2,111,1432,783,49,4,2.0,3.0,2.0,7.0,0.0,447,0.0,4,1
3,20,106,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,1700,0.0,1,1
0,1,3,1437,783,43,4,3.0,4.0,5.0,8.0,1.0,1937,0.0,1,1
3,107,9,1511,389,73,16,0.0,0.0,1.0,0.0,0.0,1057,-0.08888888888888889,3,1
0,1,50,1110,927,29,16,1.0,1.0,1.0,2.0,1.0,1906,0.0,0,1
3,283,5,706,376,73,4,1.0,1.0,1.0,1.0,0.0,1141,0.1,4,2
0,7,15,801,790,2,16,31.0,39.0,31.0,37.0,8.0,2766,0.0,1,1
0,208,9,905,716,63,4,0.0,1.0,0.0,1.0,0.0,1026,0.0,2,1
3,1,68,113,888,3,4,4.0,2.0,12.0,11.0,3.0,1341,0.25,3,2
1,2,7,801,790,2,16,31.0,39.0,31.0,37.0,8.0,2075,0.0,1,1
3,22,3,1309,791,43,16,3.0,5.0,11.0,11.0,1.0,1656,-0.35000000000000003,1,2
0,264,46,1299,320,12,16,28.0,23.0,38.0,34.0,7.0,2278,0.0,0,1
5,2,13,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,10,0.0,2,1
3,1005,8,1410,446,73,16,26.0,41.0,32.0,40.0,11.0,1437,0.21904761904761905,12,2
3,124,6,991,783,12,16,33.0,24.0,32.0,35.0,5.0,368,1.0,2,0
3,1231,3,470,348,63,16,9.0,6.0,4.0,4.0,4.0,452,0.0,3,1
4,90,3,1550,786,43,4,0.0,0.0,0.0,5.0,1.0,310,-0.4000000000000001,3,2
3,91,2,1558,783,44,16,2.0,3.0,3.0,2.0,0.0,72,0.062499999999999986,2,1
2,2,3,1186,783,22,16,1.0,1.0,0.0,0.0,0.0,2895,-0.1,1,1
3,1,149,1381,416,45,4,3.0,2.0,5.0,2.0,0.0,105,-0.30000000000000004,0,1
5,2,15,413,567,38,16,63.0,114.0,51.0,37.0,61.0,263,0.25,2,1
0,2,30,569,897,63,13,0.0,1.0,0.0,0.0,0.0,1839,0.0,1,1
4,1177,108,991,783,12,16,33.0,24.0,32.0,35.0,5.0,2642,0.25,3,1
0,2,7,1082,185,30,16,8.0,22.0,6.0,4.0,16.0,2141,0.5,2,2
4,7,65,801,790,2,16,31.0,39.0,31.0,37.0,8.0,1646,0.0,0,1
1,2,2,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,373,0.0,0,1
0,22,3,841,698,36,16,3.0,3.0,2.0,2.0,1.0,2179,0.0,2,1
0,10,30,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,122,0.0,1,1
2,7017,50,359,782,14,16,5.0,1.0,4.0,5.0,1.0,2830,0.0,0,1
1,221,17,1099,764,5,4,0.0,0.0,0.0,0.0,0.0,687,0.4,1,0
0,27,8,1298,320,56,16,30.0,30.0,42.0,23.0,18.0,806,0.0,0,1
3,51,26,773,647,56,16,5.0,3.0,6.0,2.0,1.0,1004,0.0,1,1
0,23,9,335,161,63,16,2.0,5.0,0.0,2.0,0.0,749,0.2857142857142857,3,2
4,246,43,991,783,12,16,33.0,24.0,32.0,35.0,5.0,447,-0.06666666666666665,4,2
4,34,6,801,790,2,16,31.0,39.0,31.0,37.0,8.0,80,-0.16666666666666666,3,1
4,253,15,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1095,0.1,5,1
3,23,24,1106,320,20,16,8.0,10.0,12.0,5.0,0.0,1080,0.0,0,1
3,83,50,593,568,38,4,40.0,29.0,69.0,76.0,7.0,228,-0.2,1,1
2,130,9,1012,704,73,4,1.0,1.0,0.0,0.0,0.0,1160,0.0,2,1
3,1,15,80,530,18,4,70.0,71.0,160.0,163.0,9.0,3070,0.0,1,1
2,1,75,1414,935,71,4,3.0,4.0,4.0,1.0,0.0,566,0.0,1,1
1,65,130,593,568,38,4,40.0,29.0,69.0,76.0,7.0,1458,0.0,3,1
4,22,3,593,568,38,4,40.0,29.0,69.0,76.0,7.0,2848,1.0,1,1
0,1,50,1414,935,71,4,3.0,4.0,4.0,1.0,0.0,566,0.0,2,1
1,209,63,80,530,18,4,70.0,71.0,160.0,163.0,9.0,1681,0.05,1,1
0,1,120,1154,525,45,13,0.0,1.0,0.0,1.0,0.0,1600,0.0,0,1
3,22,30,127,764,36,4,0.0,3.0,4.0,4.0,0.0,1492,-0.25,2,1
1,1,13,378,775,12,4,7.0,9.0,8.0,15.0,3.0,1700,0.0,0,1
2,2,10,593,568,38,4,40.0,29.0,69.0,76.0,7.0,339,0.0,3,1
3,124,3,1124,296,27,16,34.0,32.0,58.0,33.0,19.0,2626,0.25,1,2
0,105,22,991,783,12,16,33.0,24.0,32.0,35.0,5.0,1738,-0.1875,4,2
0,765,18,1286,195,49,12,0.0,1.0,0.0,0.0,0.0,1167,0.35,3,2
1,321,7,801,790,2,16,31.0,39.0,31.0,37.0,8.0,357,0.0,1,1
0,1,155,709,170,56,4,1.0,1.0,0.0,0.0,0.0,2347,0.0,4,1
3,2,51,242,322,36,16,10.0,17.0,27.0,19.0,8.0,592,0.0,0,1
2,35,63,80,530,18,4,70.0,71.0,160.0,163.0,9.0,3030,0.05803571428571429,4,2
4,1678,3,1134,838,12,4,1.0,0.0,1.0,3.0,0.0,1540,0.2,2,1
3,2,59,766,663,43,16,13.0,22.0,11.0,4.0,2.0,1121,0.0,3,1
3,153,66,274,200,33,16,0.0,0.0,1.0,0.0,0.0,2055,-0.6,1,0
1,1490,102,675,783,45,4,0.0,1.0,3.0,6.0,0.0,2706,0.0,0,1
0,2,9,1254,94,23,16,7.0,8.0,10.0,12.0,3.0,1886,-0.075,3,1
5,7038,64,413,567,38,16,63.0,114.0,51.0,37.0,61.0,1199,0.0,1,1
2,4676,44,1022,783,63,4,3.0,1.0,6.0,3.0,0.0,2347,0.0,0,1
0,1214,43,714,376,54,4,0.0,1.0,0.0,0.0,0.0,1620,0.0,1,1
1,2,53,1366,647,32,16,2.0,1.0,0.0,1.0,1.0,2471,0.0,2,1
2,90,12,1183,323,41,16,5.0,2.0,3.0,0.0,1.0,2117,0.0,1,1
4,26,24,1373,36,38,16,9.0,11.0,10.0,7.0,3.0,761,0.0,2,1
2,251,3,947,285,43,4,2.0,1.0,1.0,2.0,0.0,1004,-0.15,1,1
4,31,29,133,320,37,4,1.0,2.0,3.0,8.0,1.0,439,0.25,1,2
0,1,9,67,780,18,4,1.0,2.0,1.0,2.0,0.0,2347,0.0,1,0
1,23,7,929,785,45,4,0.0,1.0,3.0,0.0,0.0,2583,-0.03055555555555556,3,2
3,1,2,80,530,18,4,70.0,71.0,160.0,163.0,9.0,263,0.0,0,1
3,257,9,406,698,12,16,1.0,0.0,3.0,1.0,0.0,2376,0.11111111111111112,5,1
5,1,46,1130,191,40,13,0.0,1.0,0.0,0.0,1.0,507,0.0,0,1
3,1,66,1270,124,73,16,2.0,12.0,8.0,3.0,1.0,1264,-1.0,2,0
3,65,13,362,651,14,13,0.0,0.0,1.0,0.0,0.0,1564,0.0,4,1
